,comment,label
3946,otscreatetidydata fails country match,CODE
3947,otscreatetidydata fails country string,CODE
3948,otscreatetidydata fails wrong optional parameters,CODE
3949,otscreatetidydata fails multiple country match,CODE
3950,foo slope,ARCHITECTURE
3951,na data row number,CODE
3952,work bird move time zones dusk,DEFECT
3953,i decided currmat needed anymore indextab mainindex which names indextab mainindex currmat need double checked,CODE
3954,main question remove weights probably easiest way would add 1nparticles last column,ALGORITHM
3955,new idea could skip saving results save points transitions outputting anyways this help avoiding sort allresults proved slow save points isnull points points vector mode list,ARCHITECTURE
3956,simulationsfunctionsr functions used right befre version work,ALGORITHM
3957,new trick let s try load real track,CODE
3958,start now need add stupid old part create outobject processing dusk,DESIGN
3960,stupid brute force function etimate parameter values minute scale,CODE
3961,new trick let s try load real track,CODE
3962,notzero loglight loglightborders loglight loglightborders logirrad logirradborders version impute onboundaries turned false figured cut low log irradiance added,CODE
3964,export export needed,DESIGN
3966,todo i could add optional filters eg isoa3,CODE
3967,add shp exists test s needed readogr,TEST
3968,beware seeming natearth bug extra n geonunit todo report bug natural earth admin factor w levels afghanistan geonunit factor w levels afghanistan,DEFECT
3969,todo should i add checks statresult like contains na values i maybe tests final posterior samples issue varning nas nulls similar,TEST
3970,plothistogram exported need cheat,DESIGN
3971,todo why pass using test checking package,TEST
3972,as tests might occasionally fail,TEST
3973,as tests might occasionally fail,TEST
3974,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE
3975,fixme throw errormessage,USABILITY
3976,fixme throw errormessage,USABILITY
3977,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE
3979,fixme put utilsr better name basically reps data scalar closest observation median observations,CODE
3980,remove offset var modelframe returns offset foo var var remove former also want set offset variable var something constant fixme,CODE
3981,fixme put utilsr better name basically reps data scalar closest observation median observations,CODE
3982,handle case fitted matrix extendedfamilies needs involved mvn multinom familities,REQUIREMENTS
3983,fixme exclude smooths fixed scales,ALGORITHM
3985,choose evaluate smooth fixme bs also,ALGORITHM
3986,extend levels global smoother later,ALGORITHM
3987,extend levels global smoother later,ALGORITHM
3988,isfac isfactor mf term term factor,CODE
3991,fixme offset null i nt think need offset really shifts response around,REQUIREMENTS
3992,smoothterms removed,CODE
3993,create mgcv alike labels smooths fixme make work continuous,DEFECT
3994,plt draw fixme need update draw works fs smooths expectdoppelganger draw issue derivatives factor plt,DEFECT
3995,simulate given potentially present exactly model fitted,TEST
3996,fixme plt draw sm2 alpha vdiffr expectdoppelganger draw smoothsamples gam m2 plt,DEFECT
3997,code tried efficient column list eventually i ll figure better way construct data frame ll use ragged version json getjson name params return asdataframe docall rbind json ename,ARCHITECTURE
4000,this memory hungry efficient might work,ARCHITECTURE
4001,this ugly gets met files,CODE
4003,i might need prevent imputation charactersfactors,CODE
4004,this apsim classic work,CODE
4005,could use instead i guess run apsimx command line,CODE
4006,what length equals zero,CODE
4008,why i create null variable,CODE
4009,os independent cleanup risky,CODE
4010,this super memorey hungry efficient might work,ARCHITECTURE
4011,really dumb,CODE
4012,this looks dumb i d rather need new package simple task,CODE
4013,for edit one file time,DEFECT
4014,not sure minimum set required parameters,DESIGN
4016,for changing components soil might make little sense,ALGORITHM
4017,i might replace things one one,CODE
4018,i assume extention included only use name file strsplit file fixed true,DESIGN
4019,for edit one file time,DEFECT
4020,extracting soil depths may i move function apsiminternalsr t2d thickness depth,DESIGN
4021,soil depths naming columns it seems depth explicitly exposed but thickness,ALGORITHM
4023,i keep one hard coded simple,CODE
4024,the lines hardcoded could used want restrict variables inspect poolsparms c poolname residuetype mass cnratio cpratio standingfraction,CODE
4025,root i think everything i might want look childrenchildren node it looks like i need find modelscoresimulation node,DESIGN
4026,at point seems work node third level go this intended used handle missing nodesubsubchild gracefully,DEFECT
4028,this might wrong without parm argument,DEFECT
4029,let s assume list multiple elements should nt catparm able handle,DESIGN
4031,what i get data power,REQUIREMENTS
4034,would happen one study selected instruments chromosome better handle,DEFECT
4037,really way s3 system work,DESIGN
4038,sometimes anyduplicated founds duplicates although duplicates,DEFECT
4039,j ignores paths portable widnows,ARCHITECTURE
4041,fixme server currently accepts multiplart form uncompressed contents server fixed support component bundle properly unpack push,ARCHITECTURE
4043,spd also available used kts,CODE
4045,todo implement object list r,DESIGN
4046,todo implement object list r,DESIGN
4047,todo implement object list r,DESIGN
4049,todo rework,CODE
4051,todo change paramdef default,CODE
4052,todo might never reached,CODE
4054,v05 two arguments todo think overwrite all,CODE
4055,v05 two arguments takes array todo think overwrite any,CODE
4058,used matchcall seem nt resolve pipe something like data,DEFECT
4059,todo maybe check islist try assignable,CODE
4060,todo check variables assign,CODE
4062,todo decide useful,CODE
4063,todo rebuild,BUILD
4064,probably deep copy object body problem index addressed variable parent environment this causes problem call time index resolve means usually last element list used process time solution serialize index gsub quote make asname ascall,DESIGN
4065,used matchcall seem nt resolve pipe something like data,DEFECT
4066,todo maybe check islist try assignable,CODE
4067,create kfold function accept user defined groups need stepwise within i guess robust check parameters combine output let take presencesy absence makes binomial kfold presences sdm doesnt need spatial spit sum cpo well dic waic predobs data standardised residuals deal invariant,ARCHITECTURE
4069,why sss sss completecases sss,CODE
4070,put together replace function,DESIGN
4073,fixme would someone restrict maps,ALGORITHM
4074,fixme 2x envir,CODE
4075,fixme exported batchjobs,DESIGN
4076,reached line error occurred imputeerror null null stop,DEFECT
4077,reached line error occurred imputeerror null null stop,DEFECT
4078,i sure need without crash multicore,DEFECT
4079,fixme onexit error happens function,ALGORITHM
4081,fixme clean log files,USABILITY
4082,fixme r cmd check run true batch systems maybe check make test run make check locally,BUILD
4083,fixme bad hack reason using testpackage opening socked node blocks r cmd check really want test least one real parallel mode cran,BUILD
4084,fucking crappy broken apparently namepath changes depending i run test,TEST
4085,fixme wait https githubcomhadleytestthatissues460 fixed parallelstartbatchtools logging true storagedir storagedir partest2 storagedir parallelstop,TEST
4086,cran allows mpi mode testing fixme problem socket mode test test cran anyway fixme spurious errors ci well rmpi bad,TEST
4087,cran allows multicore mode testing fixme i also get strange messages make test interactive test apparently i really use pkg warning selectchildren ac error interrupted system call select,TEST
4088,fixme see issue,DEFECT
4089,fixme i not know blocks r cmd check,BUILD
4090,this v15 setseed standard rng kind effect,DEFECT
4091,fixme i not know blocks r cmd check,BUILD
4092,to do filter subjects allow input subjects ie filtering,REQUIREMENTS
4094,todo nunoa plot using boxplots,REQUIREMENTS
4095,todo nunoa case,REQUIREMENTS
4096,todo nunoa add histogram inabove percentage nas per row remove todo nunoa logarithmic values todo nunoa boxcox transformation,REQUIREMENTS
4097,todo nunoa color points gradient see colorramppalette for loadings add series nt add legend,REQUIREMENTS
4098,todo nunoa case,REQUIREMENTS
4099,todo check api alive querying data,ARCHITECTURE
4100,todo nunoa increase allowed size warn user wait large files refuse files size greater specified file size gb,CODE
4101,todo nunoa default columns perfect match partial match a partial match would better certain situations,ALGORITHM
4102,todo nunoa render ui data table instead rendering ui s refresh,REQUIREMENTS
4103,todo nunoa maybe could simplified split urls response cohort datestamp,TEST
4104,todo nunoa should try download invalid archives what re constantly invalid only try n times giving,REQUIREMENTS
4105,detect spliceaware aligner used todo nunoa support tophat,REQUIREMENTS
4106,use splice junction location row names todo nunoa case strand ie undefined maybe duplicate entry append positive negative sign,REQUIREMENTS
4107,detect spliceaware aligner used todo nunoa support tophat,REQUIREMENTS
4108,todo nunoa accept strand,CODE
4109,todo ale events baldy formatted two consecutive gene lines remove,CODE
4110,todo nunoa rle consider exons problems finding two consecutive gene mrna,ALGORITHM
4111,by default assumes things may parsable exon skipping todo nunoa make sure intended,ALGORITHM
4112,todo nunoa account comments,CODE
4113,todo nunoa account comment character,CODE
4115,add row names nt work placed reason,DEFECT
4116,todo nunoa if one format recognised check filename helpful distinguishing file,CODE
4118,should file name matched,CODE
4120,slower reduce var fails,ARCHITECTURE
4121,unpermute samples todo awful hack,CODE
4123,this bit cumbersome nt call mocked function directly,CODE
4124,the old aes key secret good,CODE
4125,image formatenvir settings todo fix win platform,ARCHITECTURE
4126,tag regexes todo user customized brew tags added,CODE
4127,ever check complex,CODE
4128,length nt null function called guessl but never know,CODE
4129,examples todo change examples point easy,DOCUMENTATION
4131,todo test lengthlike attributes happens provide min max default correctly nchar default min matchable potential bug dataset value guessinput nametitledescription,TEST
4132,sometimes error computation effective mass fails deal,DEFECT
4133,something skip computation odd let s solve like,DEFECT
4134,skip skip lines hopefully trajectory counter nt start something much larger otherwise ll probably miss trajectories filtering,DEFECT
4135,normalisation need,ALGORITHM
4136,following bit dangerous however principal correlators way build ratio,ALGORITHM
4137,todo this done using constructors,DESIGN
4138,initial values probably optimal,ALGORITHM
4140,do nt even ask,CODE
4141,plot replace avoid wrongly drawn band,DEFECT
4142,todo this set via constructor,DESIGN
4143,this one documented package works,DOCUMENTATION
4144,dirty stuff accomodate cartography,ARCHITECTURE
4145,exclude reference class object generators,DESIGN
4146,annoying stuff trick r cmd check,BUILD
4147,note fragile uncomment lines debug run testsh repo root something goes wrong,TEST
4148,the test fails macos travis mysterious reason expecttrue reporterobj dependencyreporter enclosenv private pkgpath milnepkgpath,TEST
4150,todo test param recoverability covars provided abegeneratedata covars matrix c runif n runif n ncol dimnames list null c x1 x2,TEST
4151,bug fix linda werner found sometimes happend answer null strange read connection blocks nothing read see open details anyway seems timing problem answer matlab sends transfered time in words try little bit later seems work this considered temporary workaround understand really happens hb thomas romary france reported similar problem minutes matlab process added option users set number times intervals sections readresult query matlab hb,DEFECT
4154,fixme if figure calculate checksum returning replacing 4byte tail correct way update checksum hb ex rawcrc rev asraw c 0xf3 0x53 0x5e 0x68,DEFECT
4155,for nt return anything,CODE
4156,note it wo nt fix problem drop checksum zraw zraw length zraw addgzip,DEFECT
4157,not needed anymore,CODE
4158,case happen,CODE
4159,not needed anymore,CODE
4160,not needed anymore,CODE
4161,note case matlab save extra element case meaning might actually contain repeated element if remove hb,ARCHITECTURE
4162,instead applying rowbyrow calculate position sparse element hardcoded fashion,CODE
4164,not needed anymore,CODE
4165,not needed anymore,CODE
4166,not needed anymore,CODE
4167,update array flag tag why hb,CODE
4168,set dimension structure fixme is really correct cf issue hb,CODE
4170,not needed anymore,CODE
4171,note these unknown territories reverse engineered since array typesclasses undocumented mxfunctionclass https githubcomhenrikbengtssonrmatlabissues28 mxopaqueclass https githubcomhenrikbengtssonrmatlabissues32 thread saveingloading symbol table annymous functions octave maintainers aprilmay https listsgnuorgarchivehtmloctavemaintainers200704msg00031html https listsgnuorgarchivehtmloctavemaintainers200705msg00032html,DOCUMENTATION
4172,ad hocspecialillegal case hb,CODE
4173,fixme is really correct cf issue hb should data mat5readmimatrix tag,DEFECT
4174,fixme the following turns vectors arrays onecolumn matrices cf issue hb,ALGORITHM
4177,where externals subdirectory,DEFECT
4178,fixme https githubcomhenrikbengtssonrmatlabissues30 stopifnot allequal data2 a data a allequal data2 x data x allequal data2 data,DEFECT
4179,note could done recursion elegant way let s simpler,CODE
4180,note i started documenting exporting i would need appropriately generalize it currently set mgaussian one i think i nt looked,DESIGN
4181,oh man failed well try really expensive newton optimization,DEFECT
4182,basically version old skip test,TEST
4183,custom types supported standard bib styles treated misc type,REQUIREMENTS
4184,unsupported types converted misc type standard bib styles nt support checking required fields,REQUIREMENTS
4185,ca nt call sortkeysy need ignore sortyear field,CODE
4186,remove bad words ca nt get negative lookahead working,CODE
4187,have assign names manually otherwise fails s one env layer,CODE
4189,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN
4191,having dismo models nt like newdata unfortunately i think finally use statement ranger predict really different,CODE
4192,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN
4193,this weird hack done dismo s evaluate domain function fail stack one layer,CODE
4194,this weird hack done dismo s evaluate function fails stack one layer,CODE
4195,this weird hack done dismo s evaluate function fails stack one layer,CODE
4196,this weird hack done dismo s evaluate maxent function fail stack one layer,CODE
4198,ppmlasso nt really pretty summary moment might come something,REQUIREMENTS
4199,this weird hack done dismo s evaluate function fails stack one layer,CODE
4201,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN
4202,having dismo models nt like newdata unfortunately i think finally use statement ranger predict really different,REQUIREMENTS
4203,recalibrated models the trick set works whether one models recalibrated,ALGORITHM
4204,recalibrated models the trick set works whether one models recalibrated,ALGORITHM
4205,hacked together handle different ways different models keep presence data also grabbing background directly analysis df models info sampling random bg nt,ALGORITHM
4206,this lot crap get names get n supplied works,CODE
4207,doing weird local trick keep qplot making plot,CODE
4208,this longer exported phyloclim i ve copied,DESIGN
4209,comment russell the iberolacerta files nt seem testdata folder tabling fixing it ahli allogus the testdata folder way big anyway need cut absolute minimum necessary,TEST
4211,assign nonuniform probabilities better way prob needs nrow tbl number factor levels,ALGORITHM
4212,take advantage ggplot2 functionality accept function data this needed make possible existence shadepvalue case direction depends actual data adding argument shadepvalue bad also needed warn incorrect usage right tail tests,TEST
4213,output step function evaluate histogram bar heights corresponding ends ie curvefun c xleft xright return vector length two heights first histogram bar stepfun treats input x consequtive semiopen intervals to achieve effect closed intervals pmax trick used,CODE
4214,probably removed,CODE
4216,nocov start,TEST
4217,nocov end,TEST
4219,nocov start,TEST
4220,create source package need nonempty environment otherwise packageskeleton fails,ARCHITECTURE
4221,nocov end,TEST
4223,todo package attached,TEST
4224,todo look using extra grid space draw cartographic map https githubcombaptistegridextrawikigtable https stackoverflowcomquestions30532889ggplotoverlaytwoplots,CODE
4225,todo try link data x spdf,ALGORITHM
4226,bad grid,TEST
4227,c nasty hack,CODE
4228,note nasty hack related multiple issues eg,DEFECT
4229,todo expression might confusing,CODE
4230,todo currently test rendered grid looks like check whether crash,TEST
4231,label chars work,TEST
4232,todo calling function without actually checking anything,TEST
4233,hmisc rcorr provides pvalue matrix nt want introduce dependency,TEST
4234,hack fncall attribute prevent print method overriding,DEFECT
4235,this good case cumul false,DEFECT
4236,hideous hack avoid warning check,BUILD
4237,fails unknown reason calling 00mainr ff4 tobacco stby smoker list gender agegr freq class ff4 ff4 tb ff4 tb,DEFECT
4240,fixme needed better maybe rowsumscolsums,CODE
4241,fixme seems like would need groupw even completedata case scaling scoresh1 groupw g scoresh1,DEFECT
4242,idea build partable run model mplus syntax perhaps write export function partable2mplus andor partable2lavaan,DESIGN
4243,check mean scale markers part rhs param expand dupe code from above make function,DESIGN
4244,todo handle plot loop syntax model constraints todo handle do loop convention,REQUIREMENTS
4245,define new constraint s already defined otherwise equate,CODE
4246,todo figure pwith paired constraints,CODE
4247,include final trimspace call since arguments leadingtrailing space stripped trimspace,REQUIREMENTS
4248,memory,CODE
4249,todo support covariancemeancov inputs,REQUIREMENTS
4250,fixme handle multiple groups,CODE
4251,nox novar,ALGORITHM
4253,single group supported g 1l,REQUIREMENTS
4254,section compute asymptotic mean variance first quadratic quantity below i assume lavobject output lavaan function i guess vcov lavobject substituted vcov object insed lavaan function defined lines but object inside lavaan function gethessian lavobject,DESIGN
4255,fixme better include inactive slacks,REQUIREMENTS
4257,single group supported g 1l,REQUIREMENTS
4258,get j jgroup fixme,DEFECT
4260,i guess default also handles case complete data,DEFECT
4262,extract information need internal use,DESIGN
4263,not done yet,REQUIREMENTS
4264,todo check use pnorm,CODE
4265,yr march obtained using deriv package deriv gradient function cleaning correct good enough,ARCHITECTURE
4266,fixme tested nonexo used pmlderiv1,TEST
4267,parameter vector,CODE
4268,dirty hack handle extreme large values rho note u v rho vectorized,CODE
4269,casewise scores cache fixme also set liktoosmallidx cases na,DEFECT
4270,lambda theta psi samplecov lambda theta psi nlsylinks fixed,DEFECT
4272,constants nonzero rhs elements fixme reliable,ARCHITECTURE
4273,constants nonzero rhs elements fixme reliable,ARCHITECTURE
4274,fixme elegantrobust way,ARCHITECTURE
4275,constructor lavdata class lavdata class describes data looks like full data frame sample statistics todo allow patterns freq data categorical variable type numeric ordered many groups many observations missing patterns initial version yr april,DESIGN
4277,perhaps data matrix fixme avoid asdataframe handle data matrices directly,DESIGN
4278,needed case,CODE
4279,levels,CODE
4282,clusteredmultilevel ovnamesl filled,ALGORITHM
4283,know sure ovnames exist dataframe create vartable fixme add groupcluster variable,REQUIREMENTS
4284,construct integers userdeclared ordered factors fixme really always needed still better lapply data idx ordered generated even copies,DEFECT
4287,handle labelled type package variable name ordered assume numeric march,REQUIREMENTS
4288,factor extraction method yr feb ulscorner get better starting values esem,CODE
4290,dnorm,ALGORITHM
4291,dnorm,ALGORITHM
4292,exogenous lv fixme assume lvx array continous eg not var lvx phi lisrel style,DEFECT
4294,fixme need convert operator eg b2 b others,ALGORITHM
4298,table categorical fixme cp exo ordinal fittable c cp cpdf cppvalue cf cfdf cfpvalue rpatobserved rpattotal rpatempty cm cmdf cmpvalue else,CODE
4299,fixme good strategy,ALGORITHM
4301,fixme compute mplus way compute srmr categorical setting see srmr mplus document mplus website,DOCUMENTATION
4302,fixme get scaling right,DEFECT
4303,ok row,DEFECT
4304,quick dirty fixme way get surely must elegant way see lavderivcov2corb numidx dcordcov,CODE
4306,eigen decomposition fixme use specialized function tridiagonal symmetrix matrix,ALGORITHM
4307,fixme take log right away,USABILITY
4308,fixme take log right away,USABILITY
4309,case uses lavinspect lavaanlist object,DESIGN
4310,note model popmodel may need reorder true parameters correspond model parameters,CODE
4311,replace na override later,CODE
4312,fixme way avoid creating rowcol matrices,DESIGN
4313,return vector indices upper triangular elements symmetric matrix size n rowwise fixme make efficient without creating n n matrices,ARCHITECTURE
4314,elegant way,CODE
4315,todo,REQUIREMENTS
4317,inverse nonsingular necessarily positivedefinite symmetric matrix fixme error handling,DEFECT
4318,update inverse a removing rows corresponding colums a one many applications shermanmorrison formula removal,ALGORITHM
4320,weighted variancecovariance matrix always dividing sum wt ml version missing values use observations weights not missing covwt y wt method ml,ALGORITHM
4322,fixme check nonexisting parameters,DEFECT
4323,create empty pattern matrix fixme one day may want use sparse matrices slow things,ARCHITECTURE
4327,no chol much x2 times faster,ARCHITECTURE
4328,fixme since already eigen decomposition reuse information instead new cholesky,CODE
4329,fixme,CODE
4330,mm belong group g fixme g blocks,REQUIREMENTS
4331,rotate per group per block,CODE
4332,rotate per group per block,CODE
4333,rescale parameters data standardized new fixme works well long variances latent variables know less equal eg stdlv true once better estimates variances could use set scale,DEFECT
4334,todo use bentler s approach get estimate veta use diagonal elements marker indicators lv,ALGORITHM
4335,transform already constrained variances standard deviations todo lavoptions optimvartransform sqrt length lavmodel xfreevaridx 0l transforming variances using atan another sigmoid function fixme better approach startx lavmodel xfreevaridx atan startx lavmodel xfreevaridx startx lavmodel xfreevaridx sqrt startx lavmodel xfreevaridx assuming positive var,ALGORITHM
4336,check,CODE
4337,fixme call lavmodelobjective directly,DESIGN
4339,groupweight fixme blockweight,DEFECT
4340,fixme double check,DEFECT
4341,four approaches fixme merge ml approach using omega omegamu omega post sigmainv s sigma sigmainv still 2x faster delta method wlsdwlsgls using delta wlsv support fixedx conditionalx ml ntrls using delta support fixedx conditionalx pmlfmlmml custom,VERSIONING
4342,fixme add empty gamma,DEFECT
4343,handle equality constraints fixme todo,ALGORITHM
4344,estprop unlist computegw lavmodel lavmodel glist glist obsprop unlist lavsamplestats groupw fixme g2 based ml friends dxgw obsprop estprop,DEFECT
4345,fixme also weight groups handle equality constraints yes,REQUIREMENTS
4346,fixme take account symmetric matrices hence ncol large empty columns added ugly nt hurt alternative could ncol sum unlist lapply xelidx function x length unique x ncol sum unlist lapply melidx length,REQUIREMENTS
4348,fixme what is the best thing to do here currently stop,ALGORITHM
4349,num fixme,ALGORITHM
4350,first nfac columns betaidx rep nr nc 1l eachlength lvdummyidx rep lvdummyidx timesnc fixme,DEFECT
4351,lidx inr nc 1l rep ovdummyidx eachnc fixme lidx rep nr nc 1l eachlength ovdummyidx rep ovdummyidx timesnc,DEFECT
4352,need fix,CODE
4353,fixme analytically,CODE
4355,fy fixme logexplog,CODE
4356,case need theta v v,CODE
4358,fixme fixme,CODE
4361,mvnorm fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM
4362,mvnorm fixme allow meanstructure false fixme allow conditionalx true,ALGORITHM
4363,asymptotic variance matrix gamman unrestricted h1 sample statistics fixme make work categoricalglswls,DEFECT
4364,fixme number vary function x j,REQUIREMENTS
4365,hm hessian symmetric warning,DEFECT
4366,fixme use numderiv hessian instead,CODE
4369,needed part sigma needed xmean lavsamplestats meanx g xcov lavsamplestats covx g,CODE
4370,wlsv lavsamplestatsgammainversent icov attr sigmahat g inv dropfalse cov sigmahat g dropfalse mean muhat g xidx c fixme fixedx fixedx conditionalx conditionalx meanstructure meanstructure slopestructure conditionalx,DEFECT
4371,groupfx estimatorpml2l lavmodel lavmodel glist glist lp lavdata lp g lavsamplestats lavsamplestats group g,CODE
4372,fixme,CODE
4373,fixme groupwfree use groupw nobs use estimated groupw gradient changes group models misspecified group weights affected unwanted i think groupwfree nobs unlist gw lavsamplestats ntotal nobs exp unlist gw else,ALGORITHM
4374,saturated poisson fxw sum obsfreq log obsfreqestfreq work without constraints,DEFECT
4375,fixme cov rescale yes,TEST
4376,compute information matrix extended model always use expected information,USABILITY
4377,always use expected information,DEFECT
4378,case,CODE
4379,dirty hack catch small negative values diag v needed eg parameters identified freedup,CODE
4381,fixme using epc unstandardized metric would much useful standardized metric need lavstandardizeallreverse function,DEFECT
4382,fixme sepcall epc epchigh list sepcall list delta,ALGORITHM
4383,add header todo small explanation columns header attr list header c modification indices newly added parameters ton see effects releasing equality constraints use then lavtestscore function,TEST
4384,fixme work multiple groups yet,DEFECT
4385,case data vector,CODE
4387,fixme singlegroup analysis,REQUIREMENTS
4389,fixme avoid reorderbidx use betweenidx,ALGORITHM
4390,check sigmaj nonpd happen,CODE
4391,observed information order muw within vech sigmaw within mub vech sigmab muw rowscols splitted withinbetween forced zero numerical approximation,CODE
4392,single group,CODE
4393,lavdata first group first group first group first group,CODE
4394,todo current starting parameters imply nonpd sigmab,REQUIREMENTS
4395,single group,CODE
4397,unused,CODE
4398,unused,CODE
4399,lavsamplestatsgamma wt argument yet,ALGORITHM
4400,fixme surely better way,ARCHITECTURE
4401,lavsamplestatsgamma wt argument yet,ALGORITHM
4402,unused,CODE
4403,single imputation missing cells normal model patternbased fixme add wt,CODE
4404,fixme,CODE
4406,fixme test scaled need anyway,DEFECT
4407,verbose,CODE
4408,fixme crucial order ov s returned lavnames remains lavnames object equal lavnames lavpartable otherwise use wrong sample statistics seems ok first generate covariances lavpartable right order unlike intercepts,DEFECT
4409,fixme test scaled need anyway,DEFECT
4410,verbose,CODE
4413,needed,CODE
4414,fixme export function since conditionalx true returns residual sample statistics ml joint residual covvar categorical true residual covvar return residual cases whenever residual since always extract values h1 slot present meanstructure false not include mean elements longer,DESIGN
4416,fixme std,REQUIREMENTS
4418,case clusters,ALGORITHM
4419,somewhat redundant,CODE
4420,fixme names out b,CODE
4421,fixme h1,CODE
4422,fixme names out b,CODE
4423,fixme names out b,CODE
4424,nothing,CODE
4425,inverted not used inverted out lapply out solve fixme handle errors,DEFECT
4426,deprecated addattributes psychoblavaan,CODE
4427,todo add cinceq,ALGORITHM
4428,todo add cinceq,ALGORITHM
4430,fixme add,ALGORITHM
4431,fixme what is the best thing to do here currently return inf least nlminb works well,ALGORITHM
4434,question best approach,ALGORITHM
4435,remove zero props fixme add zeroidx prop,CODE
4436,polyserial correlation fixme thy2 go pslik,ALGORITHM
4437,polyserial correlation fixme thy1 go pslik,ALGORITHM
4439,fixme ok set diagonal,REQUIREMENTS
4440,accurate must,CODE
4441,remove zero props fixme add,CODE
4442,assume levels,CODE
4445,observedinformation always h1,CODE
4449,fixme todo mimic eqs lisrel,CODE
4450,default always delta,REQUIREMENTS
4452,fixme multigroup multilevel,CODE
4453,fix ov intercepts within ov also appear level fixme tested levels names,TEST
4454,case refidx equal fixedidx fix one,CODE
4455,support effectcoding,REQUIREMENTS
4457,case inf tmp0 inf tmp0,CODE
4458,fixme used stop error give warning replace nonfree label fixed value ustart,ALGORITHM
4459,fixme used stop error give warning replace nonfree label fixed value ustart,ALGORITHM
4461,check duplicated elements default fixme avoid somehow example user model includes x1 x1 x1 remove default,DEFECT
4462,fixme breaks ex312,DEFECT
4463,block combination least group level group,CODE
4464,2a ov fixme ovnamesnox ovnames strictexo,CODE
4466,residual covariances fixme ov only,REQUIREMENTS
4467,fixme factor remove structural part add all correlations among latent variables yes addlvcov true fixedtozero covariances may present pt,ALGORITHM
4469,check enough indicators todo,REQUIREMENTS
4471,fixedx false,DEFECT
4473,fixme zero slopestructure provides fit equal conditionalx false version principle could fix slopestructure samplebased slopes,CODE
4474,keep level column levels,CODE
4475,remove dummy lv removes attr,CODE
4476,fixme indicators factor normal use classic regression method perhaps whitening get uncorrelated factors,ALGORITHM
4477,fixme,CODE
4478,fixme factor scores identical close mplus delta elements equal,CODE
4479,casewise,CODE
4482,note round round perhaps add something avoid,ALGORITHM
4483,add dummy entries,CODE
4484,fix lambda remove dummies fixme needed,DEFECT
4485,delta fixme used isnull delta yhat sweep yhat margin2 delta,CODE
4486,fixme elegantgeneral solution,DESIGN
4487,dsigmadx per model matrix note avoid using duplication elimination matrices perhaps ll use matrix package,CODE
4488,really needed select idxmelidx case need elements beta,CODE
4490,really needed select idxmelidx,CODE
4491,really needed select idxmelidx,CODE
4492,really needed select idxmelidx,CODE
4493,dpsidx per model matrix fixme,CODE
4494,new version written around augsept based obslist inspectsampstat estlist inspectimplied prescaling type corbollen type corbentler summary statistics rmr srmr crmr urmr usrmr ucrmr standard errors confidence intervals u cs rmr zstatistics exact test close test pvalues type normalized based lavmodelh1acov work estimators type standardized uses correct formula work estimators type standardizedmplus uses simplified mpluslisrel version often resulting nas due negative var resid estimates standardized lavaan,CODE
4495,pretty printing yet,REQUIREMENTS
4496,change options categorical,ALGORITHM
4499,fixme blocks unique models need another layer lists custom summaries moments,DESIGN
4500,fixme recursive call lavresiduals summary true,CODE
4501,todo extract rmslistseg,CODE
4502,todo extract rmslistseg,CODE
4503,fixme update categorical cus,CODE
4506,convenience fixme,CODE
4507,fixme check dimension wlsv,CODE
4508,fixme check dimension nacov,CODE
4509,fixme needed,CODE
4510,fixme handling missing data yet,ARCHITECTURE
4511,fixme make robust singular c,ARCHITECTURE
4512,needed embased,ALGORITHM
4514,unweight groupw g sum unlist nobs nobs g always fixme consistent expected information groupw g groupw g,DEFECT
4515,fixme check dimension wlsv,CODE
4516,fixme check dimension nacov,CODE
4517,make sure matrix fully symmetric needed,ALGORITHM
4518,fixme v11 icov g mimic mplus bug mplus v11 v11 nobs g nobs g,DEFECT
4520,replace betweenidx cov y2 elements,CODE
4521,fixme mub quite ok fixedx x variables occur level and level,DEFECT
4522,fixme,CODE
4524,fails,CODE
4525,case y vector,CODE
4526,check enough categories group fixme tolerant,ALGORITHM
4527,onebyone,REQUIREMENTS
4528,used ustart column lav fitted lavaan object use est,CODE
4529,set residual variances enforce standardized solution residual variances specified syntax,CODE
4530,fixme ovvar named check order elements,CODE
4531,fixme change rmvnorm include library,CODE
4532,fixme per group,CODE
4533,generate z fixme replace rmvnorm use package,CODE
4535,group column add one rewrite function handle blockgroup hybrid settings,CODE
4536,case eg,CODE
4537,case eg,CODE
4538,case,CODE
4539,fixme also multilevel,REQUIREMENTS
4540,userdefined residual variance fixme take first case multiple matches eg nlevels,CODE
4542,override user list starting values provided look est column,REQUIREMENTS
4543,fixme avoid loop,CODE
4544,check lonely lhs modifiers efa found remove following startidx,CODE
4546,stopifnot length ovnames nrow samplecov fixme check rownames reorder,DEFECT
4548,freq table y1 y2 loose missings usena ugly,ALGORITHM
4549,get patterns fixme get,DESIGN
4550,fixme ok set diagonal,CODE
4551,always compute standard test statistic fixme nfac implicit computation fx,DEFECT
